Proteins,Shigella,Salmonella,Entry name,Status,Protein names,Length
Q9NYL2,0,1,M3K20_HUMAN,reviewed,Mitogen-activated protein kinase kinase kinase 20 (EC 2.7.11.25) (Human cervical cancer suppressor gene 4 protein) (HCCS-4) (Leucine zipper- and sterile alpha motif-containing kinase) (MLK-like mitogen-activated protein triple kinase) (Mitogen-activated protein kinase kinase kinase MLT) (Mixed lineage kinase-related kinase) (MLK-related kinase) (MRK) (Sterile alpha motif- and leucine zipper-containing kinase AZK),800
Q9NYL9,1,1,TMOD3_HUMAN,reviewed,Tropomodulin-3 (Ubiquitous tropomodulin) (U-Tmod),352
Q9NYP9,0,1,MS18A_HUMAN,reviewed,Protein Mis18-alpha (FAPP1-associated protein 1),233
Q9NYV4,1,1,CDK12_HUMAN,reviewed,Cyclin-dependent kinase 12 (EC 2.7.11.22) (EC 2.7.11.23) (Cdc2-related kinase, arginine/serine-rich) (CrkRS) (Cell division cycle 2-related protein kinase 7) (CDC2-related protein kinase 7) (Cell division protein kinase 12) (hCDK12),1490
Q9NYY3,1,0,PLK2_HUMAN,reviewed,Serine/threonine-protein kinase PLK2 (EC 2.7.11.21) (Polo-like kinase 2) (PLK-2) (hPlk2) (Serine/threonine-protein kinase SNK) (hSNK) (Serum-inducible kinase),685
Q9NYZ3,1,1,GTSE1_HUMAN,reviewed,G2 and S phase-expressed protein 1 (GTSE-1) (Protein B99 homolog),720
Q9NZ01,1,1,TECR_HUMAN,reviewed,Very-long-chain enoyl-CoA reductase (EC 1.3.1.93) (Synaptic glycoprotein SC2) (Trans-2,3-enoyl-CoA reductase) (TER),308
Q9NZ32,1,1,ARP10_HUMAN,reviewed,Actin-related protein 10 (Actin-related protein 11) (hARP11),417
Q9NZ52,1,1,GGA3_HUMAN,reviewed,ADP-ribosylation factor-binding protein GGA3 (Golgi-localized, gamma ear-containing, ARF-binding protein 3),723
Q9NZ63,1,1,TLS1_HUMAN,reviewed,Telomere length and silencing protein 1 homolog (Hepatocellular carcinoma-associated antigen 59),289
Q9NZ72,1,0,STMN3_HUMAN,reviewed,Stathmin-3 (SCG10-like protein),180
Q9NZB2,1,1,F120A_HUMAN,reviewed,Constitutive coactivator of PPAR-gamma-like protein 1 (Oxidative stress-associated Src activator) (Protein FAM120A),1118
Q9NZD8,0,1,SPG21_HUMAN,reviewed,Maspardin (Acid cluster protein 33) (Spastic paraplegia 21 autosomal recessive Mast syndrome protein) (Spastic paraplegia 21 protein),308
Q9NZI8,0,1,IF2B1_HUMAN,reviewed,Insulin-like growth factor 2 mRNA-binding protein 1 (IGF2 mRNA-binding protein 1) (IMP-1) (IMP1) (Coding region determinant-binding protein) (CRD-BP) (IGF-II mRNA-binding protein 1) (VICKZ family member 1) (Zipcode-binding protein 1) (ZBP-1),577
Q9NZJ0,0,1,DTL_HUMAN,reviewed,Denticleless protein homolog (DDB1- and CUL4-associated factor 2) (Lethal(2) denticleless protein homolog) (Retinoic acid-regulated nuclear matrix-associated protein),730
Q9NZL9,1,1,MAT2B_HUMAN,reviewed,Methionine adenosyltransferase 2 subunit beta (Methionine adenosyltransferase II beta) (MAT II beta) (Putative dTDP-4-keto-6-deoxy-D-glucose 4-reductase),334
Q9NZM1,1,1,MYOF_HUMAN,reviewed,Myoferlin (Fer-1-like protein 3),2061
Q9NZM3,1,0,ITSN2_HUMAN,reviewed,Intersectin-2 (SH3 domain-containing protein 1B) (SH3P18) (SH3P18-like WASP-associated protein),1697
Q9NZN4,0,1,EHD2_HUMAN,reviewed,EH domain-containing protein 2 (PAST homolog 2),543
Q9NZN8,0,1,CNOT2_HUMAN,reviewed,CCR4-NOT transcription complex subunit 2 (CCR4-associated factor 2),540
Q9NZT2,1,1,OGFR_HUMAN,reviewed,Opioid growth factor receptor (OGFr) (Protein 7-60) (Zeta-type opioid receptor),677
Q9P013,0,1,CWC15_HUMAN,reviewed,Spliceosome-associated protein CWC15 homolog,229
Q9P035,1,0,HACD3_HUMAN,reviewed,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 3) (HACD3) (Butyrate-induced protein 1) (B-ind1) (hB-ind1) (Protein-tyrosine phosphatase-like A domain-containing protein 1),362
Q9P0J1,1,0,PDP1_HUMAN,reviewed,[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial (PDP 1) (EC 3.1.3.43) (Protein phosphatase 2C) (Pyruvate dehydrogenase phosphatase catalytic subunit 1) (PDPC 1),537
Q9P0J7,1,0,KCMF1_HUMAN,reviewed,E3 ubiquitin-protein ligase KCMF1 (EC 2.3.2.27) (FGF-induced in gastric cancer) (Potassium channel modulatory factor) (PCMF) (RING-type E3 ubiquitin transferase KCMF1) (ZZ-type zinc finger-containing protein 1),381
Q9P0K7,1,1,RAI14_HUMAN,reviewed,Ankycorbin (Ankyrin repeat and coiled-coil structure-containing protein) (Novel retinal pigment epithelial cell protein) (Retinoic acid-induced protein 14),980
Q9P0L0,1,1,VAPA_HUMAN,reviewed,Vesicle-associated membrane protein-associated protein A (VAMP-A) (VAMP-associated protein A) (VAP-A) (33 kDa VAMP-associated protein) (VAP-33),249
Q9P0M6,1,0,H2AW_HUMAN,reviewed,Core histone macro-H2A.2 (Histone macroH2A2) (mH2A2),372
Q9P0V3,1,1,SH3B4_HUMAN,reviewed,SH3 domain-binding protein 4 (EH-binding protein 10) (Transferrin receptor-trafficking protein),963
Q9P107,0,1,GMIP_HUMAN,reviewed,GEM-interacting protein (GMIP),970
Q9P1Y6,1,1,PHRF1_HUMAN,reviewed,PHD and RING finger domain-containing protein 1,1649
Q9P206,1,1,K1522_HUMAN,reviewed,Uncharacterized protein KIAA1522,1035
Q9P246,1,0,STIM2_HUMAN,reviewed,Stromal interaction molecule 2,746
Q9P258,1,1,RCC2_HUMAN,reviewed,Protein RCC2 (RCC1-like protein TD-60) (Telophase disk protein of 60 kDa),522
Q9P260,1,1,RELCH_HUMAN,reviewed,RAB11-binding protein RELCH (LisH domain and HEAT repeat-containing protein KIAA1468) (RAB11 binding and LisH domain, coiled-coil and HEAT repeat-containing) (RAB11-binding protein containing LisH, coiled-coil, and HEAT repeats),1216
Q9P265,0,1,DIP2B_HUMAN,reviewed,Disco-interacting protein 2 homolog B (DIP2 homolog B),1576
Q9P270,0,1,SLAI2_HUMAN,reviewed,SLAIN motif-containing protein 2,581
Q9P275,1,0,UBP36_HUMAN,reviewed,Ubiquitin carboxyl-terminal hydrolase 36 (EC 3.4.19.12) (Deubiquitinating enzyme 36) (Ubiquitin thioesterase 36) (Ubiquitin-specific-processing protease 36),1123
Q9P289,0,1,STK26_HUMAN,reviewed,Serine/threonine-protein kinase 26 (EC 2.7.11.1) (MST3 and SOK1-related kinase) (Mammalian STE20-like protein kinase 4) (MST-4) (STE20-like kinase MST4) (Serine/threonine-protein kinase MASK),416
Q9P2B4,1,1,CT2NL_HUMAN,reviewed,CTTNBP2 N-terminal-like protein,639
Q9P2D0,0,1,IBTK_HUMAN,reviewed,Inhibitor of Bruton tyrosine kinase (IBtk),1353
Q9P2D1,0,1,CHD7_HUMAN,reviewed,Chromodomain-helicase-DNA-binding protein 7 (CHD-7) (EC 3.6.4.12) (ATP-dependent helicase CHD7),2997
Q9P2E3,1,0,ZNFX1_HUMAN,reviewed,NFX1-type zinc finger-containing protein 1,1918
Q9P2E9,1,0,RRBP1_HUMAN,reviewed,Ribosome-binding protein 1 (180 kDa ribosome receptor homolog) (RRp) (ES/130-related protein) (Ribosome receptor protein),1410
Q9P2I0,0,1,CPSF2_HUMAN,reviewed,Cleavage and polyadenylation specificity factor subunit 2 (Cleavage and polyadenylation specificity factor 100 kDa subunit) (CPSF 100 kDa subunit),782
Q9P2J5,1,0,SYLC_HUMAN,reviewed,Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS),1176
Q9P2N5,1,0,RBM27_HUMAN,reviewed,RNA-binding protein 27 (RNA-binding motif protein 27),1060
Q9P2R3,1,0,ANFY1_HUMAN,reviewed,Rabankyrin-5 (Rank-5) (Ankyrin repeat and FYVE domain-containing protein 1) (Ankyrin repeats hooked to a zinc finger motif),1169
Q9P2R6,1,0,RERE_HUMAN,reviewed,Arginine-glutamic acid dipeptide repeats protein (Atrophin-1-like protein) (Atrophin-1-related protein),1566
Q9P2S5,1,0,WRP73_HUMAN,reviewed,WD repeat-containing protein WRAP73 (WD repeat-containing protein 8) (WD repeat-containing protein antisense to TP73 gene),460
Q9UBB4,1,1,ATX10_HUMAN,reviewed,Ataxin-10 (Brain protein E46 homolog) (Spinocerebellar ataxia type 10 protein),475
Q9UBB9,1,1,TFP11_HUMAN,reviewed,Tuftelin-interacting protein 11 (Septin and tuftelin-interacting protein 1) (STIP-1),837
Q9UBC2,1,1,EP15R_HUMAN,reviewed,Epidermal growth factor receptor substrate 15-like 1 (Eps15-related protein) (Eps15R),864
Q9UBE0,1,0,SAE1_HUMAN,reviewed,SUMO-activating enzyme subunit 1 (Ubiquitin-like 1-activating enzyme E1A) [Cleaved into: SUMO-activating enzyme subunit 1, N-terminally processed],346
Q9UBF8,0,1,PI4KB_HUMAN,reviewed,Phosphatidylinositol 4-kinase beta (PI4K-beta) (PI4Kbeta) (PtdIns 4-kinase beta) (EC 2.7.1.67) (NPIK) (PI4K92) (PI4KIII),816
Q9UBI6,1,0,GBG12_HUMAN,reviewed,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,72
Q9UBK8,0,1,MTRR_HUMAN,reviewed,Methionine synthase reductase (MSR) (EC 1.16.1.8) (Aquacobalamin reductase) (AqCbl reductase) (EC 1.16.1.-),698
Q9UBL3,1,0,ASH2L_HUMAN,reviewed,Set1/Ash2 histone methyltransferase complex subunit ASH2 (ASH2-like protein),628
Q9UBN6,1,0,TR10D_HUMAN,reviewed,Tumor necrosis factor receptor superfamily member 10D (Decoy receptor 2) (DcR2) (TNF-related apoptosis-inducing ligand receptor 4) (TRAIL receptor 4) (TRAIL-R4) (TRAIL receptor with a truncated death domain) (CD antigen CD264),386
Q9UBP0,0,1,SPAST_HUMAN,reviewed,Spastin (EC 5.6.1.1) (Spastic paraplegia 4 protein),616
Q9UBS0,0,1,KS6B2_HUMAN,reviewed,Ribosomal protein S6 kinase beta-2 (S6K-beta-2) (S6K2) (EC 2.7.11.1) (70 kDa ribosomal protein S6 kinase 2) (P70S6K2) (p70-S6K 2) (S6 kinase-related kinase) (SRK) (Serine/threonine-protein kinase 14B) (p70 ribosomal S6 kinase beta) (S6K-beta) (p70 S6 kinase beta) (p70 S6K-beta) (p70 S6KB) (p70-beta),482
Q9UBU8,1,0,MO4L1_HUMAN,reviewed,Mortality factor 4-like protein 1 (MORF-related gene 15 protein) (Protein MSL3-1) (Transcription factor-like protein MRG15),362
Q9UBW8,1,0,CSN7A_HUMAN,reviewed,COP9 signalosome complex subunit 7a (SGN7a) (Signalosome subunit 7a) (Dermal papilla-derived protein 10) (JAB1-containing signalosome subunit 7a),275
Q9UBZ4,1,1,APEX2_HUMAN,reviewed,DNA-(apurinic or apyrimidinic site) endonuclease 2 (EC 3.1.-.-) (AP endonuclease XTH2) (APEX nuclease 2) (APEX nuclease-like 2) (Apurinic-apyrimidinic endonuclease 2) (AP endonuclease 2),518
Q9UDY2,1,1,ZO2_HUMAN,reviewed,Tight junction protein ZO-2 (Tight junction protein 2) (Zona occludens protein 2) (Zonula occludens protein 2),1190
Q9UDY4,1,0,DNJB4_HUMAN,reviewed,DnaJ homolog subfamily B member 4 (Heat shock 40 kDa protein 1 homolog) (HSP40 homolog) (Heat shock protein 40 homolog) (Human liver DnaJ-like protein),337
Q9UEE9,1,0,CFDP1_HUMAN,reviewed,Craniofacial development protein 1 (Bucentaur),299
Q9UEU0,0,1,VTI1B_HUMAN,reviewed,Vesicle transport through interaction with t-SNAREs homolog 1B (Vesicle transport v-SNARE protein Vti1-like 1) (Vti1-rp1),232
Q9UEW8,1,0,STK39_HUMAN,reviewed,STE20/SPS1-related proline-alanine-rich protein kinase (Ste-20-related kinase) (EC 2.7.11.1) (DCHT) (Serine/threonine-protein kinase 39),545
Q9UEY8,1,1,ADDG_HUMAN,reviewed,Gamma-adducin (Adducin-like protein 70),706
Q9UFC0,1,1,LRWD1_HUMAN,reviewed,Leucine-rich repeat and WD repeat-containing protein 1 (Centromere protein 33) (CENP-33) (Origin recognition complex-associated protein) (ORC-associated protein) (ORCA),647
Q9UG63,1,1,ABCF2_HUMAN,reviewed,ATP-binding cassette sub-family F member 2 (Iron-inhibited ABC transporter 2),623
Q9UGH3,1,0,S23A2_HUMAN,reviewed,Solute carrier family 23 member 2 (Na(+)/L-ascorbic acid transporter 2) (Nucleobase transporter-like 1 protein) (Sodium-dependent vitamin C transporter 2) (hSVCT2) (Yolk sac permease-like molecule 2),650
Q9UGI0,0,1,ZRAN1_HUMAN,reviewed,Ubiquitin thioesterase ZRANB1 (EC 3.4.19.12) (TRAF-binding domain-containing protein) (hTrabid) (Zinc finger Ran-binding domain-containing protein 1),708
Q9UGI8,1,0,TES_HUMAN,reviewed,Testin (TESS),421
Q9UGR2,0,1,Z3H7B_HUMAN,reviewed,Zinc finger CCCH domain-containing protein 7B (Rotavirus 'X'-associated non-structural protein) (RoXaN),977
Q9UGU0,1,0,TCF20_HUMAN,reviewed,Transcription factor 20 (TCF-20) (Nuclear factor SPBP) (Protein AR1) (Stromelysin-1 PDGF-responsive element-binding protein) (SPRE-binding protein),1960
Q9UGV2,1,0,NDRG3_HUMAN,reviewed,Protein NDRG3 (N-myc downstream-regulated gene 3 protein),375
Q9UGY1,1,0,NOL12_HUMAN,reviewed,Nucleolar protein 12,213
Q9UH62,0,1,ARMX3_HUMAN,reviewed,Armadillo repeat-containing X-linked protein 3 (ARM protein lost in epithelial cancers on chromosome X 3) (Protein ALEX3),379
Q9UHB6,1,1,LIMA1_HUMAN,reviewed,LIM domain and actin-binding protein 1 (Epithelial protein lost in neoplasm),759
Q9UHB7,1,1,AFF4_HUMAN,reviewed,AF4/FMR2 family member 4 (ALL1-fused gene from chromosome 5q31 protein) (Protein AF-5q31) (Major CDK9 elongation factor-associated protein),1163
Q9UHB9,1,0,SRP68_HUMAN,reviewed,Signal recognition particle subunit SRP68 (SRP68) (Signal recognition particle 68 kDa protein),627
Q9UHC1,1,0,MLH3_HUMAN,reviewed,DNA mismatch repair protein Mlh3 (MutL protein homolog 3),1453
Q9UHC7,1,0,MKRN1_HUMAN,reviewed,E3 ubiquitin-protein ligase makorin-1 (EC 2.3.2.27) (RING finger protein 61) (RING-type E3 ubiquitin transferase makorin-1),482
Q9UHD1,1,0,CHRD1_HUMAN,reviewed,Cysteine and histidine-rich domain-containing protein 1 (CHORD domain-containing protein 1) (CHORD-containing protein 1) (CHP-1) (Protein morgana),332
Q9UHD8,1,1,SEPT9_HUMAN,reviewed,Septin-9 (MLL septin-like fusion protein MSF-A) (MLL septin-like fusion protein) (Ovarian/Breast septin) (Ov/Br septin) (Septin D1),586
Q9UHD9,1,1,UBQL2_HUMAN,reviewed,Ubiquilin-2 (Chap1) (DSK2 homolog) (Protein linking IAP with cytoskeleton 2) (PLIC-2) (hPLIC-2) (Ubiquitin-like product Chap1/Dsk2),624
Q9UHI6,0,1,DDX20_HUMAN,reviewed,Probable ATP-dependent RNA helicase DDX20 (EC 3.6.4.13) (Component of gems 3) (DEAD box protein 20) (DEAD box protein DP 103) (Gemin-3),824
Q9UHP3,1,1,UBP25_HUMAN,reviewed,Ubiquitin carboxyl-terminal hydrolase 25 (EC 3.4.19.12) (Deubiquitinating enzyme 25) (USP on chromosome 21) (Ubiquitin thioesterase 25) (Ubiquitin-specific-processing protease 25),1055
Q9UHR4,0,1,BI2L1_HUMAN,reviewed,Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 (BAI1-associated protein 2-like protein 1) (Insulin receptor tyrosine kinase substrate),511
Q9UHV9,1,1,PFD2_HUMAN,reviewed,Prefoldin subunit 2,154
Q9UHX1,1,0,PUF60_HUMAN,reviewed,Poly(U)-binding-splicing factor PUF60 (60 kDa poly(U)-binding-splicing factor) (FUSE-binding protein-interacting repressor) (FBP-interacting repressor) (Ro-binding protein 1) (RoBP1) (Siah-binding protein 1) (Siah-BP1),559
Q9UHY1,1,1,NRBP_HUMAN,reviewed,Nuclear receptor-binding protein,535
Q9UI09,0,1,NDUAC_HUMAN,reviewed,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (13 kDa differentiation-associated protein) (Complex I-B17.2) (CI-B17.2) (CIB17.2) (NADH-ubiquinone oxidoreductase subunit B17.2),145
Q9UID3,0,1,VPS51_HUMAN,reviewed,Vacuolar protein sorting-associated protein 51 homolog (Another new gene 2 protein) (Protein fat-free homolog),782
Q9UIF9,1,0,BAZ2A_HUMAN,reviewed,Bromodomain adjacent to zinc finger domain protein 2A (Transcription termination factor I-interacting protein 5) (TTF-I-interacting protein 5) (Tip5) (hWALp3),1905
Q9UIG0,1,1,BAZ1B_HUMAN,reviewed,Tyrosine-protein kinase BAZ1B (EC 2.7.10.2) (Bromodomain adjacent to zinc finger domain protein 1B) (Williams syndrome transcription factor) (Williams-Beuren syndrome chromosomal region 10 protein) (Williams-Beuren syndrome chromosomal region 9 protein) (hWALp2),1483
Q9UIS9,1,0,MBD1_HUMAN,reviewed,Methyl-CpG-binding domain protein 1 (CXXC-type zinc finger protein 3) (Methyl-CpG-binding protein MBD1) (Protein containing methyl-CpG-binding domain 1),605
Q9UJ41,1,0,RABX5_HUMAN,reviewed,Rab5 GDP/GTP exchange factor (RAP1) (Rabaptin-5-associated exchange factor for Rab5) (Rabex-5),491
Q9UJF2,0,1,NGAP_HUMAN,reviewed,Ras GTPase-activating protein nGAP (RAS protein activator-like 2),1139
Q9UJK0,1,0,TSR3_HUMAN,reviewed,18S rRNA aminocarboxypropyltransferase (EC 2.5.1.-) (20S S rRNA accumulation protein 3 homolog) (HsTsr3),312
Q9UJM3,1,1,ERRFI_HUMAN,reviewed,ERBB receptor feedback inhibitor 1 (Mitogen-inducible gene 6 protein) (MIG-6),462
Q9UJP4,0,1,KLH21_HUMAN,reviewed,Kelch-like protein 21,597
Q9UJU6,1,1,DBNL_HUMAN,reviewed,Drebrin-like protein (Cervical SH3P7) (Cervical mucin-associated protein) (Drebrin-F) (HPK1-interacting protein of 55 kDa) (HIP-55) (SH3 domain-containing protein 7),430
Q9UJW0,1,1,DCTN4_HUMAN,reviewed,Dynactin subunit 4 (Dyn4) (Dynactin subunit p62),460
Q9UJX2,1,1,CDC23_HUMAN,reviewed,Cell division cycle protein 23 homolog (Anaphase-promoting complex subunit 8) (APC8) (Cyclosome subunit 8),597
Q9UJX4,0,1,APC5_HUMAN,reviewed,Anaphase-promoting complex subunit 5 (APC5) (Cyclosome subunit 5),755
Q9UK58,1,1,CCNL1_HUMAN,reviewed,Cyclin-L1 (Cyclin-L),526
Q9UK59,1,1,DBR1_HUMAN,reviewed,Lariat debranching enzyme (EC 3.1.-.-),544
Q9UK61,1,0,TASOR_HUMAN,reviewed,Protein TASOR (CTCL tumor antigen se89-1) (Retinoblastoma-associated protein RAP140) (Transgene activation suppressor protein),1670
Q9UK76,1,1,JUPI1_HUMAN,reviewed,Jupiter microtubule associated homolog 1 (Androgen-regulated protein 2) (Hematological and neurological expressed 1 protein) [Cleaved into: Jupiter microtubule associated homolog 1, N-terminally processed],154
Q9UKD2,1,0,MRT4_HUMAN,reviewed,mRNA turnover protein 4 homolog (Ribosome assembly factor MRTO4),239
Q9UKE5,1,1,TNIK_HUMAN,reviewed,TRAF2 and NCK-interacting protein kinase (EC 2.7.11.1),1360
Q9UKF6,1,0,CPSF3_HUMAN,reviewed,Cleavage and polyadenylation specificity factor subunit 3 (EC 3.1.27.-) (Cleavage and polyadenylation specificity factor 73 kDa subunit) (CPSF 73 kDa subunit) (mRNA 3'-end-processing endonuclease CPSF-73),684
Q9UKJ3,0,1,GPTC8_HUMAN,reviewed,G patch domain-containing protein 8,1502
Q9UKJ5,1,0,CHIC2_HUMAN,reviewed,Cysteine-rich hydrophobic domain-containing protein 2 (BrX-like translocated in leukemia),165
Q9UKK3,1,0,PARP4_HUMAN,reviewed,Protein mono-ADP-ribosyltransferase PARP4 (EC 2.4.2.-) (193 kDa vault protein) (ADP-ribosyltransferase diphtheria toxin-like 4) (ARTD4) (PARP-related/IalphaI-related H5/proline-rich) (PH5P) (Poly [ADP-ribose] polymerase 4) (PARP-4) (Vault poly(ADP-ribose) polymerase) (VPARP),1724
Q9UKL0,1,0,RCOR1_HUMAN,reviewed,REST corepressor 1 (Protein CoREST),485
Q9UKM9,1,1,RALY_HUMAN,reviewed,RNA-binding protein Raly (Autoantigen p542) (Heterogeneous nuclear ribonucleoprotein C-like 2) (hnRNP core protein C-like 2) (hnRNP associated with lethal yellow protein homolog),306
Q9UKN8,1,0,TF3C4_HUMAN,reviewed,General transcription factor 3C polypeptide 4 (EC 2.3.1.48) (TF3C-delta) (Transcription factor IIIC 90 kDa subunit) (TFIIIC 90 kDa subunit) (TFIIIC90) (Transcription factor IIIC subunit delta),822
Q9UKS6,1,1,PACN3_HUMAN,reviewed,Protein kinase C and casein kinase substrate in neurons protein 3 (SH3 domain-containing protein 6511),424
Q9UKT4,0,1,FBX5_HUMAN,reviewed,F-box only protein 5 (Early mitotic inhibitor 1),447
Q9UKV3,1,1,ACINU_HUMAN,reviewed,Apoptotic chromatin condensation inducer in the nucleus (Acinus),1341
Q9UKV8,1,0,AGO2_HUMAN,reviewed,Protein argonaute-2 (Argonaute2) (hAgo2) (EC 3.1.26.n2) (Argonaute RISC catalytic component 2) (Eukaryotic translation initiation factor 2C 2) (eIF-2C 2) (eIF2C 2) (PAZ Piwi domain protein) (PPD) (Protein slicer),859
Q9UKX7,1,1,NUP50_HUMAN,reviewed,Nuclear pore complex protein Nup50 (50 kDa nucleoporin) (Nuclear pore-associated protein 60 kDa-like) (Nucleoporin Nup50),468
Q9UL03,1,0,INT6_HUMAN,reviewed,Integrator complex subunit 6 (Int6) (DBI-1) (Protein DDX26) (Protein deleted in cancer 1) (DICE1),887
Q9UL15,1,1,BAG5_HUMAN,reviewed,BAG family molecular chaperone regulator 5 (BAG-5) (Bcl-2-associated athanogene 5),447
Q9UL25,1,0,RAB21_HUMAN,reviewed,Ras-related protein Rab-21,225
Q9ULC5,1,0,ACSL5_HUMAN,reviewed,Long-chain-fatty-acid--CoA ligase 5 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 5) (LACS 5),683
Q9ULF5,1,0,S39AA_HUMAN,reviewed,Zinc transporter ZIP10 (Solute carrier family 39 member 10) (Zrt- and Irt-like protein 10) (ZIP-10),831
Q9ULH0,1,0,KDIS_HUMAN,reviewed,Kinase D-interacting substrate of 220 kDa (Ankyrin repeat-rich membrane-spanning protein),1771
Q9ULJ3,1,0,ZBT21_HUMAN,reviewed,Zinc finger and BTB domain-containing protein 21 (Zinc finger protein 295),1066
Q9ULT8,1,1,HECD1_HUMAN,reviewed,E3 ubiquitin-protein ligase HECTD1 (EC 2.3.2.26) (E3 ligase for inhibin receptor) (EULIR) (HECT domain-containing protein 1) (HECT-type E3 ubiquitin transferase HECTD1),2610
Q9ULW0,1,1,TPX2_HUMAN,reviewed,Targeting protein for Xklp2 (Differentially expressed in cancerous and non-cancerous lung cells 2) (DIL-2) (Hepatocellular carcinoma-associated antigen 519) (Hepatocellular carcinoma-associated antigen 90) (Protein fls353) (Restricted expression proliferation-associated protein 100) (p100),747
Q9ULX3,1,1,NOB1_HUMAN,reviewed,RNA-binding protein NOB1 (EC 3.1.-.-) (Phosphorylation regulatory protein HP-10) (Protein ART-4),412
Q9UM00,1,0,TMCO1_HUMAN,reviewed,Calcium load-activated calcium channel (CLAC channel) (Transmembrane and coiled-coil domain-containing protein 1) (Transmembrane and coiled-coil domains protein 4) (Xenogeneic cross-immune protein PCIA3),239
Q9UMS4,0,1,PRP19_HUMAN,reviewed,Pre-mRNA-processing factor 19 (EC 2.3.2.27) (Nuclear matrix protein 200) (PRP19/PSO4 homolog) (hPso4) (RING-type E3 ubiquitin transferase PRP19) (Senescence evasion factor),504
Q9UMX0,1,1,UBQL1_HUMAN,reviewed,Ubiquilin-1 (Protein linking IAP with cytoskeleton 1) (PLIC-1) (hPLIC-1),589
Q9UMY1,0,1,NOL7_HUMAN,reviewed,Nucleolar protein 7 (Nucleolar protein of 27 kDa),257
Q9UMY4,1,0,SNX12_HUMAN,reviewed,Sorting nexin-12,162
Q9UMZ2,0,1,SYNRG_HUMAN,reviewed,Synergin gamma (AP1 subunit gamma-binding protein 1) (Gamma-synergin),1314
Q9UN86,1,1,G3BP2_HUMAN,reviewed,Ras GTPase-activating protein-binding protein 2 (G3BP-2) (GAP SH3 domain-binding protein 2),482
